# ----------------------------------------
# Landing page: Landing page
# Account: Harpar Grace International
# Property: Revitalash GA4 (LIVE)
# ----------------------------------------
# 
# All Users
# Start date: 20240330
# End date: 20250330
Landing page,Session default channel group,Sessions,Active users,New users,Average engagement time per session,Key events,Total revenue,Session key event rate
/77879836963/orders/d6a516d6f842d51b00140ad4a051d873,Email,2,1,0,3.5,0,0,0
/77879836963/orders/d6e7e1791fcf962fbdcc8033c6f29aaa,Direct,2,1,1,18.5,0,0,0
/77879836963/orders/d6fc27bdf02690cc1bb9d535e6b27a39,Organic Search,2,1,0,14,0,0,0
/77879836963/orders/d813c1a1e03bd51ab9d7f99a17aa356e,Direct,2,2,2,1.5,0,0,0
/77879836963/orders/d8335ec61ff7e9f45d6c8402563a4790,Direct,2,0,0,0,0,0,0
/77879836963/orders/d84a27dce2b3ecb09fed6e5e8e1b281c,Direct,2,1,1,2.5,0,0,0
/77879836963/orders/d87ae0f8c9175b401a63fa34630f789c,Organic Search,2,1,0,4,0,0,0
/77879836963/orders/d8cb08c7804219a9e6cd87851e57f0a3,Direct,2,2,2,0,0,0,0
/77879836963/orders/d924e23bcfd3227f0903da04568eba5e,Direct,2,2,1,4.5,0,0,0
/77879836963/orders/d95f94dd5e8b862ad2be8f161ef40dd2,Direct,2,1,1,0,0,0,0
/77879836963/orders/d9bc0749f842317d7151fa10c56279c3,Direct,2,2,2,0,0,0,0
/77879836963/orders/da1390346adfff9b405c2ea22a2ac96f,Direct,2,2,2,0,0,0,0
/77879836963/orders/da77b723e73b37099bd503bb10a751b8,Direct,2,2,1,1.5,0,0,0
/77879836963/orders/dbc2b91dc4563ebe9061cbbbc170db02,Direct,2,1,1,0,0,0,0
/77879836963/orders/dc49545114ee62d855c60598d77f00fb,Direct,2,2,2,5,0,0,0
/77879836963/orders/dc69dd559e2210494d15bbc90e43d292,Direct,2,1,1,0,0,0,0
/77879836963/orders/dc778b6bad14e707ab68b257b923b57f,Direct,2,1,1,0,0,0,0
/77879836963/orders/dcb29906e7c67ca8fd996690853670be,Direct,2,1,0,8.5,0,0,0
/77879836963/orders/dcb3a9ec694783b00237df88d3482553,Paid Social,2,1,0,1,0,0,0
/77879836963/orders/dd0fa27f34b4018d172d0be9b6d8a0d6,Organic Search,2,1,0,2,0,0,0
/77879836963/orders/dd4ca6cb2faa88b0db1f6d7abf548d80,Cross-network,2,1,0,0,0,0,0
/77879836963/orders/dd572192d5e3f1311748c494535f324f,Direct,2,1,0,12.5,0,0,0
/77879836963/orders/dd6882361735fab21cb3a419d4a0d9c9,Paid Shopping,2,1,0,0,0,0,0
/77879836963/orders/dda5681beb6f404877886b76afa0853f,Direct,2,1,1,2,0,0,0
/77879836963/orders/dda5f7903a8d6238f11e374511284acc,Direct,2,0,0,0,0,0,0
/77879836963/orders/de455ce2f29d078d44ee11637dc3bb41,Direct,2,2,2,7,0,0,0
/77879836963/orders/de54932427a3c8261f2eb0b8d59742b4,Direct,2,2,2,0,0,0,0
/77879836963/orders/de66e1161f512b4a2ca4cfc67b8f4d15,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/de6c715f153ec5180d90866dd90853ff,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/de7c80994fb814aad0ee082c24288bf6,Direct,2,1,1,2.5,0,0,0
/77879836963/orders/de931f8381211a8fb88dcfecab20222a,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/df2a7b78f23dd6e5540f46ad21ec2205,Direct,2,1,1,0,0,0,0
/77879836963/orders/df2bb0812c0af75e1bc84340264277c3,Direct,2,2,2,0,0,0,0
/77879836963/orders/df3c71c9510f1a2bf8099fc022621157,Direct,2,2,1,9,0,0,0
/77879836963/orders/df86f7dcb3449d569dd2e6dfe4f0d0d4,Paid Search,2,1,1,0,0,0,0
/77879836963/orders/dfe9694e9af4cb2f43e3f14036f4dba1,Direct,2,1,1,0,0,0,0
/77879836963/orders/dff44736065f301d4ee0b77708487e9d,Direct,2,2,2,1,0,0,0
/77879836963/orders/e035b9a77b9908e6d9d5156577f7e0bd,Direct,2,1,0,0,0,0,0
/77879836963/orders/e0a1645af2abe21bad94c0bb2c8c91f9,Direct,2,1,1,1.5,0,0,0
/77879836963/orders/e0ce567a16a41d64a39f3fef3fe6abf2,Direct,2,1,1,26.5,0,0,0
/77879836963/orders/e133d2889b6c51e9426d922f33d98295,Direct,2,1,1,5.5,0,0,0
/77879836963/orders/e1a6fc49066ceaec9d36c23e03ae48ff,Direct,2,1,1,3,0,0,0
/77879836963/orders/e2079f882ea25da33eb9b14704599ce6,Direct,2,2,1,3,0,0,0
/77879836963/orders/e22541660ed490463bb0b0616909d4e7,Direct,2,1,0,167.5,0,0,0
/77879836963/orders/e2f65692f654efa86631199bd10e1621,Direct,2,1,0,0,0,0,0
/77879836963/orders/e39ffb5ad7ab01d440bb05713376d8de,Referral,2,1,0,4.5,0,0,0
/77879836963/orders/e440c65ce67f0f219df3465eb5a0dfd2,Direct,2,1,0,0,0,0,0
/77879836963/orders/e442ce027237c739a4f98853ca99679c,Direct,2,1,0,3.5,0,0,0
/77879836963/orders/e45c40ede13d96df534975f4edd79152,Direct,2,1,1,7,0,0,0
/77879836963/orders/e53f81e274ccc79b5425d76bea6c6332,Organic Search,2,1,0,6.5,0,0,0
/77879836963/orders/e5cee82dabb197d98fdbb4b992a5dd89,Direct,2,1,0,3.5,0,0,0
/77879836963/orders/e5f80f6a5c1ac39d442d28cec7b3f4ca,Direct,2,1,0,7.5,0,0,0
/77879836963/orders/e601d95913cc19c683a69828f679a328,Direct,2,2,2,6.5,0,0,0
/77879836963/orders/e61eebf269872c56f43f104013e67dc5,Direct,2,1,1,0,0,0,0
/77879836963/orders/e64c18978a47d6e151e7477b166738b9,Organic Search,2,1,0,0.5,0,0,0
/77879836963/orders/e6d32d34333379f9eb3c001e69159c90,Direct,2,1,1,6,0,0,0
/77879836963/orders/e744229a9e64a2060bc87b73e5a66f5c,Direct,2,1,0,1.5,0,0,0
/77879836963/orders/e76d3d14139146174ceb6973de93b403,Paid Search,2,1,0,15,0,0,0
/77879836963/orders/e7aea61a7236c803ad1a932c124839ec,Direct,2,1,1,14.5,0,0,0
/77879836963/orders/e7c108b9d3cfde99993269b05c3c9f82,Direct,2,2,2,1,0,0,0
/77879836963/orders/e7c7d282cc433599557d6d433b6ed144,Referral,2,1,0,3,0,0,0
/77879836963/orders/e7d9e9c2c8c0e932dbec1bd67ba7fe84,Direct,2,2,2,0,0,0,0
/77879836963/orders/e7d9e9c2c8c0e932dbec1bd67ba7fe84,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/e839c8e4d6a3ac66839401a10b1222d3,Direct,2,2,2,0,0,0,0
/77879836963/orders/e865af35fc37efbd231b1551f3aba44b,Referral,2,1,0,0,0,0,0
/77879836963/orders/e877bc47e1cac19d82df4921351ff33c,Direct,2,1,1,0,0,0,0
/77879836963/orders/e87dedf6bb5630ef3be9c3aba929788c,Organic Search,2,0,0,0,0,0,0
/77879836963/orders/e8ac1f96a35ffdc0a0abf77c2f3864a3,Direct,2,2,2,19,0,0,0
/77879836963/orders/e8cdf086189a45636ba00043b6e1a64f,Direct,2,2,2,22.5,0,0,0
/77879836963/orders/e8df7f98a5c363c1c1070b385af4027f,Email,2,1,0,1.5,0,0,0
/77879836963/orders/e8e35efed9e13bfc0ff9e1cc9f6339ad,Direct,2,1,1,8,0,0,0
/77879836963/orders/e8e65809e9815fbd00a1fa591f89e451,Direct,2,1,1,0,0,0,0
/77879836963/orders/e9211441e5a8a28f460948257c195cf7,Direct,2,1,1,0,0,0,0
/77879836963/orders/e97949da111867b91688b9cb833ac513,Email,2,1,0,13,0,0,0
/77879836963/orders/e9a26237d6931ea2cdbe3420f84c3421,Direct,2,1,0,17,0,0,0
/77879836963/orders/e9a26237d6931ea2cdbe3420f84c3421,Paid Shopping,2,1,0,12,0,0,0
/77879836963/orders/ea643dceac23267401d4b376faa544cb,Direct,2,1,1,2.5,0,0,0
/77879836963/orders/ea6d82b153e6f1db9c50075a813982c7,Direct,2,1,1,22.5,0,0,0
/77879836963/orders/eabf308be2ef9a09efff7abe16b92695,Direct,2,2,2,142,1,105,0.5
/77879836963/orders/eb08da2ab1807d389dac44aa38b4a9e0,Direct,2,1,0,4,0,0,0
/77879836963/orders/eb28f5a5e137f48cdcb94b3a22758013,Direct,2,2,2,11,0,0,0
/77879836963/orders/eb4e99df6aa41e5e4f719e21ce76d1f4,Direct,2,1,1,9.5,0,0,0
/77879836963/orders/eb56b6042d9f517e24df9169cc733fa6,Direct,2,1,0,0,0,0,0
/77879836963/orders/ebbfd691e12451c2193295288ea9ea63,Direct,2,0,0,0,0,0,0
/77879836963/orders/ebd6ff41e36d96f1822c6054edaeb6cc,Direct,2,1,1,0,0,0,0
/77879836963/orders/ec1f52e17538310cf01240d29a1c9ba1,Direct,2,2,2,0,0,0,0
/77879836963/orders/ec20cbb6b0fc7b734cd407b759d3769e,Direct,2,1,1,0,0,0,0
/77879836963/orders/ecb77763aa6cebfe043e252c1164bdea,Organic Search,2,1,0,1,0,0,0
/77879836963/orders/ed639df0e89be77354c4e20f2272c0c5,Direct,2,1,1,0,0,0,0
/77879836963/orders/ed967ca3b16d2e98a53c0a5974ca663e,Direct,2,2,2,2,0,0,0
/77879836963/orders/eda00459c9aa3c05a6cd418de35763ae,Direct,2,1,0,0,0,0,0
/77879836963/orders/eda18f353ca5c98698044055c6006443,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/edb76f4b116199ec6eaf5eea493acb6e,Email,2,0,0,0,0,0,0
/77879836963/orders/ee08b4b25a0bff7b2dba8e2c4136e9d1,Direct,2,1,1,49.5,0,0,0
/77879836963/orders/ee0f383ee279ef83c70a4432c628c6ea,Direct,2,2,2,0,0,0,0
/77879836963/orders/ee2d147e8c63197d7054fa8cdec5b3d2,Referral,2,1,0,11,0,0,0
/77879836963/orders/ee348837d66cc8e2f849e35fc985df14,Paid Search,2,1,0,1,0,0,0
/77879836963/orders/ee3bca20264ff593a6b7b3a645963f0b,Paid Shopping,2,1,0,0.5,0,0,0
/77879836963/orders/ee423c154d2d31c5ca1dc11b630ea23d,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/ee48c0ced64af73048b43f1aaf78c82a,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/eebd25508be86a66c18302b00f2dc682,Paid Search,2,1,0,12.5,0,0,0
/77879836963/orders/eef660bcef56eaab0f6759ad53d335ce,Direct,2,1,0,2,0,0,0
/77879836963/orders/ef3f314b4556318551c9253593a046bf,Direct,2,1,1,1,0,0,0
/77879836963/orders/eff2d33c887c5bbd90a7b300d0a65623,Direct,2,1,2,4,0,0,0
/77879836963/orders/f065fe8661218543eb386bab0d47a715,Direct,2,1,0,0,0,0,0
/77879836963/orders/f10698571832803bfcf6c03c6043a20b,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/f13267c9a13b232a33ba9ff1f2a072e8,Direct,2,1,0,10,0,0,0
/77879836963/orders/f183f95a78eb9e01d635dd7022707908,Direct,2,1,1,4,0,0,0
/77879836963/orders/f1b56b3a0fafba618ba226fb04652783,Organic Search,2,2,2,22.5,0,0,0
/77879836963/orders/f1d7462839572a0c943ee53a2fa35025,Direct,2,2,2,0,0,0,0
/77879836963/orders/f21d861e886d491c0b7e4292b4772d11,Direct,2,1,1,7,0,0,0
/77879836963/orders/f24ff86b9cfa755e81c78dc8d0cb7dd1,Direct,2,1,0,2,0,0,0
/77879836963/orders/f29d6b4b501ce1abce8c2749ce53ff74,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/f2d4df91d8b9d3cf24d1afc68c8507a9,Direct,2,1,0,37.5,0,0,0
/77879836963/orders/f2fdbcde2a145dd029742d9b1c69d9e5,Direct,2,1,1,2.5,0,0,0
/77879836963/orders/f306bd3fc693de79645c7ec1c05cc6ae,Direct,2,1,1,0,0,0,0
/77879836963/orders/f323c46a0fa326647728485ecf62da11,Direct,2,2,1,0.5,0,0,0
/77879836963/orders/f3852a8eeb565146b3412302e3b548ee,Direct,2,1,0,22,0,0,0
/77879836963/orders/f3a99aa9e4e2dffaed12607a37ab034e,Direct,2,1,1,3,0,0,0
/77879836963/orders/f3e8e414907a367bd19ce1233d5ed61a,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/f40b132c2a10929cbd7c7a67cbe4c547,Direct,2,1,1,0,0,0,0
/77879836963/orders/f411e387244b07593a87fcf50e853a23,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/f4350d626aa1fbe44777a1695736334a,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/f4411b54c860ebe8d6b5079a1821bfdf,Paid Shopping,2,1,0,8.5,0,0,0
/77879836963/orders/f4730143c0886756d862cc89d3b2fc7c,Direct,2,1,1,5.5,0,0,0
/77879836963/orders/f48bedbc6fa1743376857420e19111d8,Email,2,1,0,51,0,0,0
/77879836963/orders/f4b64f6e81b12e72f792f6e6280463b9,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/f4e1e523b6fb9d2a53a409e52a810b73,Direct,2,1,0,1,0,0,0
/77879836963/orders/f4e771c557422dc582f3b2c61119bdc2,Paid Search,2,1,0,0,0,0,0
/77879836963/orders/f535a9ab5faa55e20a2e9f353121c5bb,Direct,2,2,2,24.5,0,0,0
/77879836963/orders/f55aecb07591c8426cf70f13b989c14a,Direct,2,2,2,0,0,0,0
/77879836963/orders/f5ff43c0b559b825293faf2807d418f1,Direct,2,1,1,2.5,0,0,0
/77879836963/orders/f653d72be1184e5776321b6c6f697b81,Direct,2,1,1,5,0,0,0
/77879836963/orders/f6727b3fed7dcfceb0344843244cd748,Direct,2,1,1,217,0,0,0
/77879836963/orders/f6f128db69448dfd3a8e341ffcf54944,Direct,2,2,1,0.5,0,0,0
/77879836963/orders/f76c1f7462970c2ada549f1f35a49fa8,Referral,2,1,0,2.5,0,0,0
/77879836963/orders/f7b6adda4c512758c3ffc645989df789,Direct,2,1,1,2,0,0,0
/77879836963/orders/f7fd993afc1b5841c71421b32f0675c8,Paid Search,2,1,1,1.5,0,0,0
/77879836963/orders/f7ff12999229230664c0951deba7e276,Referral,2,1,0,0,0,0,0
/77879836963/orders/f82a9371d9f1475c400fd41b4f3e1eb6,Direct,2,2,2,0.5,0,0,0
/77879836963/orders/f86bd2b3eadd2c84bb61b9090c9c5854,Direct,2,2,2,11.5,0,0,0
/77879836963/orders/f86c6bc53b8dcd3fdb4aab611eb4b5fe,Referral,2,0,0,0,0,0,0
/77879836963/orders/f8844947b0c642825b934d567d42b7a0,Organic Search,2,1,0,28.5,0,0,0
/77879836963/orders/f8f94fd5e244fbff457c686d2e39d32f,Direct,2,2,1,0,0,0,0
/77879836963/orders/f90071ff441b9af8efe59e42333f29ea,Direct,2,1,1,3.5,0,0,0
/77879836963/orders/f9e3f5149c9b275b4269c7002c3b6353,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/f9ece19d6cce32cf9cbeaef34d33005a,Direct,2,1,1,3,0,0,0
/77879836963/orders/fa5d2511189dbf38381d9b6dcb877f18,Direct,2,0,0,0,0,0,0
/77879836963/orders/fa69aeaca807e04c0ee8a507be74fcb7,Direct,2,1,1,0,0,0,0
/77879836963/orders/fa8ebe5ffb4890cb4268a88ab4d7dfd4,Organic Search,2,2,1,12.5,0,0,0
/77879836963/orders/fa90abca2dcd95780609c555a57de02e,Direct,2,0,0,0,0,0,0
/77879836963/orders/facece7ca571712de0ad2a6cacf2600a,Unassigned,2,1,0,0.5,0,0,0
/77879836963/orders/faf9266f63e5d002ececd7ef356192c8,Referral,2,1,0,17.5,0,0,0
/77879836963/orders/fb15c30f56c6849c7ae40b87fac9c13e,Direct,2,1,0,0,0,0,0
/77879836963/orders/fb1d0235f387738fdbe77935b02cac1b,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/fb4ad302670260ea48ab86fc2e0fd732,Direct,2,0,0,0,0,0,0
/77879836963/orders/fb5a73afc576a43abf8b81fb1f874f2c,Direct,2,2,2,4.5,0,0,0
/77879836963/orders/fbbe04d7964664a14a07b85299c65137,Direct,2,2,1,75.5,0,0,0
/77879836963/orders/fbe31a3f39487926d209475b812a1dd9,Direct,2,2,2,0,0,0,0
/77879836963/orders/fbf80423844fd79b408be63dda7e43de,Direct,2,1,1,0,0,0,0
/77879836963/orders/fc1229ba7ff213b1d4212a36c241cc82,Direct,2,1,1,6.5,0,0,0
/77879836963/orders/fc7898d3eb18f669960bf7ce8862caa2,Organic Search,2,1,0,0,0,0,0
/77879836963/orders/fcb8215b7b9ba3b2191ae5b8f41afea8,Direct,2,1,0,0.5,0,0,0
/77879836963/orders/fcf4e48b12d6b861be192baaf7eaa2c7,Direct,2,1,1,2,0,0,0
/77879836963/orders/fd7d18fde4f41193a7897643cbe1110c,Cross-network,2,1,0,22.5,0,0,0
/77879836963/orders/fdb39c84c6db73871f98ee5025b08b60,Paid Shopping,2,1,0,3,0,0,0
/77879836963/orders/fdb5a1e0cab6ea94a60f1e274e038471,Paid Shopping,2,1,0,0,0,0,0
/77879836963/orders/fdc3a0833e193fbd4bc11801946b1377,Direct,2,1,1,1.5,0,0,0
/77879836963/orders/fde3e4d582b9d8224ab1c11ca0308864,Organic Search,2,1,0,88.5,0,0,0
/77879836963/orders/fe471c426690922f5ea46e5d9d69ba55,Direct,2,0,0,0,0,0,0
/77879836963/orders/fe5d85fa8d56605007b2a6bcaa1f0c51,Direct,2,1,1,52.5,0,0,0
/77879836963/orders/fe96534744a61ace248716d0583a3aff,Email,2,1,0,7,0,0,0
/77879836963/orders/fea5580ea27a8a56a0eee0b56050ba28,Paid Search,2,0,0,0,0,0,0
/77879836963/orders/fec403c47caa58d55904efc725153077,Direct,2,2,2,63,0,0,0
/77879836963/orders/fee83e562c20903013055a0d1a036937,Direct,2,2,1,16,0,0,0
/77879836963/orders/feeb2d866d2a386fa3bb206d845098c9,Organic Search,2,1,0,14.5,0,0,0
/77879836963/orders/fef2c2717eb2f62e73fa3022f461f3bc,Direct,2,1,1,7.5,0,0,0
/77879836963/orders/ff2f2bb773fc551829d441711df268ed,Direct,2,0,0,0,0,0,0
/77879836963/orders/ff367e154076c1bd46a8c0062c6578ae,Direct,2,1,0,0,0,0,0
/77879836963/orders/ff5c5050f4b8bbaa5da366296220b358,Paid Shopping,2,1,0,0,0,0,0
/77879836963/orders/ffc7dc30f322cfc7eeba2dd2374da7f1,Direct,2,1,1,9,0,0,0
/77879836963/orders/ffe6986fc7a543e993669552d795fb5e,Organic Search,2,1,0,4,0,0,0
/77879836963/orders/fff5e30e919bfdbbe36572e8334347ad,Organic Search,2,0,0,0,0,0,0
/79350825276/orders/01012d5c495070a865907cad90611f21,Direct,2,2,2,0,0,0,0
/79350825276/orders/08c2890499c9549a4f2a6808f34b663c,Referral,2,1,0,0,0,0,0
/79350825276/orders/0c5cd1a99bc6785674182a123cf7baba,Organic Search,2,1,0,17,0,0,0
/79350825276/orders/0e1cc8b7fe3ee1fcc221704bfa63dbeb,Organic Search,2,0,0,0,0,0,0
/79350825276/orders/14bb176e847497f002c27a598eb7f359,Direct,2,1,1,6,0,0,0
/79350825276/orders/160fa4d12d6b693948b25d805fde05ff,Direct,2,1,1,0,0,0,0
/79350825276/orders/1c4f874672988cb3d24e109c902304b3,Referral,2,1,0,6,0,0,0
/79350825276/orders/2b2d65b1e3bbee7c0947dbef96375f3d,Unassigned,2,0,0,0,0,0,0
/79350825276/orders/2ecbf2cca411372c1dc4ff9880634f76,Direct,2,2,2,0,0,0,0
/79350825276/orders/2ecbf2cca411372c1dc4ff9880634f76,Organic Search,2,1,0,22,0,0,0
/79350825276/orders/3863ec451ebd488a379fa7b27a26f00a,Organic Search,2,0,0,0,0,0,0
/79350825276/orders/403531a28e402bd5f70684e8b5442e01,Direct,2,2,2,7.5,0,0,0
/79350825276/orders/45308fd54ba69316475819eb0a88a70b,Direct,2,2,2,0,0,0,0
/79350825276/orders/48909c8dc93ba12eef80580305046fbc,Direct,2,1,1,1.5,0,0,0
/79350825276/orders/520b857a685a6bcc702dfef6fe30bb4c,Direct,2,2,2,3,0,0,0
/79350825276/orders/547d9e4c72d8fb67741da2d6e061e49f,Direct,2,1,1,8,0,0,0
/79350825276/orders/5b0c6890911c645c5158ebf2654c58fc,Organic Search,2,1,0,5.5,0,0,0
/79350825276/orders/5e7dad219a2ae6dd3921a875052275f6,Direct,2,1,0,0,0,0,0
/79350825276/orders/68e73b8616a76559a005d0d8937ed95f,Organic Search,2,1,0,7,0,0,0
/79350825276/orders/6e4d06653adbf01d00ca5d6e91e24372,Organic Search,2,1,0,7,0,0,0
/79350825276/orders/7b01cceca64f905783ff6775affd82a8,Direct,2,1,1,3,0,0,0
/79350825276/orders/86ab7378ee0901acdebb47a57f928b25,Unassigned,2,0,0,0,0,0,0
/79350825276/orders/89151b8b548a3bf27d0c1c79b319de38,Email,2,1,0,2,0,0,0
/79350825276/orders/89cf0583edc140dc3bb3b91c5d291b30,Direct,2,1,0,52,0,0,0
/79350825276/orders/8af1fcb4a18b469c18ed5d4821b449aa,Organic Search,2,2,0,6,0,0,0
/79350825276/orders/9161fa28ca27c334440db7876ae76525,Direct,2,1,1,1,0,0,0
/79350825276/orders/920e9bc410ba5ddbccbf1edacae4aad8,Direct,2,2,2,0,0,0,0
/79350825276/orders/96f848fd7e00820cf9a28483df8af4e7,Direct,2,1,1,0,0,0,0
/79350825276/orders/9fbe4afbb4b73f006c70c9048e74109f,Direct,2,1,1,7,0,0,0
/79350825276/orders/a5eedfb9fe107c4addbbcad0abeffc5f,Direct,2,1,1,29.5,0,0,0
/79350825276/orders/a8a7bb6903a21e28c29218283c8287ed,Direct,2,2,2,0,0,0,0
/79350825276/orders/ac7162347fea4f0016aa3825687a06b7,Direct,2,1,1,0,0,0,0
/79350825276/orders/b7d56ee7e0985a0600278c8943b91f10,Direct,2,2,2,0,0,0,0
/79350825276/orders/b9583e656b9f0a4b37f1ba033cd48062,Unassigned,2,1,0,3,0,0,0
/79350825276/orders/c209eca83b056e701a13162625eb1e43,Direct,2,2,2,0,0,0,0
/79350825276/orders/c673f035cc39ee4c9dfb6f65a03e386d,Direct,2,2,2,0,0,0,0
/79350825276/orders/c783af2eb92c79f4fce5b9e0b47944e7,Organic Search,2,1,0,3.5,0,0,0
/79350825276/orders/d231047a96523553d2ded2b1f0c2a735,Direct,2,1,1,5,0,0,0
/79350825276/orders/d7af56fb8f1f2e3b1cf5ab586723f225,Direct,2,1,1,0,0,0,0
/79350825276/orders/e1061348095642cfc74a479005f2fbfe,Organic Search,2,1,0,10.5,0,0,0
/79350825276/orders/e14f3c187c20afe6640800c6b7cdf4d5,Organic Search,2,1,0,0,0,0,0
/79350825276/orders/e54ef49a696542443851f894ebab9ea9,Unassigned,2,1,0,21,0,0,0
/79350825276/orders/e6a26189ec406879344df6529469d3cf,Organic Search,2,1,0,0,0,0,0
/79350825276/orders/e7ae9b407e739969dc7a5adb18a80678,Direct,2,2,1,6.5,0,0,0
/79350825276/orders/e8a7989d7f7321f50d12661592de6abf,Unassigned,2,1,0,2.5,0,0,0
/79350825276/orders/f36fa5f9185b1a1912efbcb0f4c344ca,Organic Search,2,0,0,0,0,0,0
/79350825276/orders/f3f53f9aa87e44dc800a5989a12f6a63,Referral,2,1,0,0,0,0,0
/79350825276/orders/f7531adcc0f0429a1e804ce55dec28c5,Direct,2,2,2,9,0,0,0
/79350825276/orders/f9015c726bcd60ab4d729848cbfc7274,Organic Search,2,1,0,178,0,0,0
/79350825276/orders/fba961323cfe249f653322a3f3195776,Organic Search,2,0,0,0,0,0,0
/79350825276/orders/fbde4e927158123ab26463d8d0689d37,Direct,2,2,2,118,1,90.734952,0.5
/account/reset/23304798273923/c67644bc991d714ceeef58b466cbd237-1742727749,Direct,2,2,2,1.5,0,0,0
/account/reset/7566632288547/9328d3183a223d68aff2d85a9c9ae9f6-1724362259,Direct,2,2,2,49.5,0,0,0
/all-products,Email,2,2,2,0,0,0,0
/blogs/all/2022-beauty-trends,Direct,2,2,2,5,0,0,0
/blogs/all/5-dos-donts-for-beautiful-lashes-and-brows,Direct,2,2,2,4,0,0,0
/blogs/all/6-eyebrow-trends-that-will-be-huge-this-autumn,Direct,2,2,2,5,0,0,0
/blogs/all/a-sneak-peek-at-2023-s-beauty-trends,Direct,2,2,2,4.5,0,0,0
/blogs/all/blog-post-2-test,Direct,2,2,2,2,0,0,0
/blogs/all/castor-oil-for-lash-health,Direct,2,2,2,4,0,0,0
/blogs/all/how-to-deal-with-post-pregnancy-hair-loss,Direct,2,2,2,4.5,0,0,0
/blogs/all/how-to-make-eyes-pop,Direct,2,2,2,4,0,0,0
/blogs/all/howmanywaystomascara,Direct,2,2,2,5.5,0,0,0
/blogs/all/maximum-looks-one-perfect-liner,Direct,2,2,2,4.5,0,0,0
/blogs/all/meet-the-best-anti-ageing-products-for-your-skin-lashes-brows,Unassigned,2,2,2,275.5,1,139,0.5
/blogs/all/men-are-asking-you-want-me-to-curl-my-lashes,Direct,2,2,2,1.5,0,0,0
/blogs/all/revitalash®-advanced-eyelash-conditioner-good-housekeeping-beauty-icon-2022,Direct,2,2,2,1.5,0,0,0
/blogs/all/the-art-of-the-perfectly-arched-brow,Direct,2,2,2,2,0,0,0
/blogs/all/try-our-award-winning-lash-serum,Direct,2,2,2,4.5,0,0,0
/blogs/all/we-answer-your-faqs,Direct,2,2,2,2,0,0,0
/blogs/all/what-our-brow-conditioner-does-why-you-need-it,Direct,2,2,2,233,0,0,0
/blogs/all/what-really-happens-if-you-don-t-get-your-beauty-sleep,Direct,2,2,2,4.5,0,0,0
/blogs/all/your-most-asked-questions-about-revitalash®-advanced-answered,Direct,2,2,2,2,0,0,0
/blogs/brow/overplucked-brows-here-s-what-to-do,Direct,2,2,2,0,0,0,0
/blogs/brow/the-best-a-brow-can-get,Organic Search,2,1,1,4,0,0,0
/blogs/brow/the-best-a-brow-can-get,Unassigned,2,1,0,4.5,0,0,0
/blogs/brow/your-questions-about-hi-def-brow-gel-answered,Organic Search,2,2,2,144,0,0,0
/blogs/brow/your-questions-about-revitabrow®-advanced-answered,Paid Search,2,1,0,0,0,0,0
/blogs/hair-scalp-therapy,Organic Search,2,2,1,57.5,0,0,0
/blogs/hair-scalp-therapy/empower-your-hair-during-menopause-strengthening-solutions-for-thinning-and-breakage,Paid Search,2,1,0,29.5,0,0,0
/blogs/hair-scalp-therapy/postpartum-hair-loss-why-it-happens-what-to-do,Organic Search,2,2,2,19,0,0,0
/blogs/hair-scalp-therapy/revitalash®-celebrates-prestigious-win-at-the-attracta-beauty-awards-2024,Organic Search,2,2,2,2.5,0,0,0
/blogs/hair-scalp-therapy/the-real-reason-your-hair-is-damaged-what-to-do-about-it,Organic Search,2,2,2,0,0,0,0
/blogs/hair-scalp-therapy/your-questions-about-volume-enhancing-foam-answered,Organic Search,2,2,1,229.5,0,0,0
/blogs/how-to-guide/4-simple-tips-for-achieving-beautiful-skin,Referral,2,2,0,0,0,0,0
/blogs/how-to-guide/damaged-lashes-and-brows-repair-them-with-a-diy-facial,Organic Search,2,2,1,14,0,0,0
/blogs/how-to-guide/how-to-style-your-fine-thinning-hair-for-full-volume,Unassigned,2,2,2,2.5,0,0,0
/blogs/how-to-guide/why-brown-eyeliner-belongs-in-your-makeup-bag,Referral,2,2,0,0,0,0,0
/blogs/lash/eyelash-extensions-vs-false-lashes-what-to-know,Unassigned,2,2,2,713.5,0,0,0
/blogs/lash/the-spring-routine-you-need-for-refreshed-eyes,Organic Search,2,2,2,22,0,0,0
/blogs/lash/why-you-need-to-try-this-award-winning-lash-serum,Paid Search,2,1,0,0,0,0,0
/blogs/lash/your-most-asked-questions-about-revitalash®-advanced-answered,Unassigned,2,2,2,3,0,0,0
